key;variant;instruction;en;nl;af;sq;am;ar;hy;as;az;eu;bn;my;bs;bg;ca;zh;da;de;et;fo;fi;fr;gl;ka;el;gu;he;hi;hu;ga;is;id;it;ja;kn;kk;km;ko;hr;lo;lv;lt;mk;ms;ml;mr;mn;ne;no;uk;or;ug;uz;fa;pl;pt;pa;ro;ru;sr;si;sk;sl;es;sw;ta;te;th;bo;cs;tr;ur;vi;cy;be;zu;sv
modeIntro.tables.title %lld;;"Heading. Short and punchy. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 13 characters. Try to stay close to that.";Table of %lld;Tafel van %lld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.tablesMix.b1 %lld %lld;;"Short bullet on the pre-game card. Keep it concise. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 47 characters. Try to stay close to that.";Practice the tables from %lld to %lld mixed up.;Oefen de tafels van %lld tot en met %lld door elkaar.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modeIntro.tablesMix.title %lld %lld;;"Heading. Short and punchy. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 16 characters. Try to stay close to that.";Tables %lld-%lld;Tafels %lld-%lld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
name.placeholder;;In-app text. English is 9 characters. Try to stay close to that.;Your name;Jouw naam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
name.whatsYourName;;In-app text. English is 17 characters. Try to stay close to that.;What's your name?;Hoe heet je?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
notif.animal.body %@;;"Push-notification body (one short sentence). Warm, encouraging and child-friendly; keep it short and keep any emoji exactly as-is. Keep the placeholders exactly (%@); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 40 characters. Try to stay close to that.";Earn a few more trophies to unlock %@! 🐼;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
notif.animal.title %lld;;"Push-notification title (heading). Warm, encouraging and child-friendly; keep it short and keep any emoji exactly as-is. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 27 characters. Try to stay close to that.";Only %lld trophies to go! 🏆;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
notif.comeback.body;;"Push-notification body (one short sentence). Warm, encouraging and child-friendly; keep it short and keep any emoji exactly as-is. English is 68 characters. Try to stay close to that.";Your animals are waiting. Jump back in and keep collecting trophies!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
notif.comeback.title;;"Push-notification title (heading). Warm, encouraging and child-friendly; keep it short and keep any emoji exactly as-is. English is 14 characters. Try to stay close to that.";We miss you! 👋;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
notif.day3.body %lld;;"Push-notification body (one short sentence). Warm, encouraging and child-friendly; keep it short and keep any emoji exactly as-is. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 49 characters. Try to stay close to that.";Start a %lld-minute session and grow your streak.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
notif.day3.title;;"Push-notification title (heading). Warm, encouraging and child-friendly; keep it short and keep any emoji exactly as-is. English is 26 characters. Try to stay close to that.";Let’s make day 3 happen! ⭐;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
notif.jumppad.body;;"Push-notification body (one short sentence). Warm, encouraging and child-friendly; keep it short and keep any emoji exactly as-is. English is 58 characters. Try to stay close to that.";Use the Jump Pad to skip a wrong answer and keep climbing!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
notif.jumppad.title;;"Push-notification title (heading). Warm, encouraging and child-friendly; keep it short and keep any emoji exactly as-is. English is 26 characters. Try to stay close to that.";Jump past wrong answers! 🚀;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
notif.premium.body %lld;;"Push-notification body (one short sentence). Warm, encouraging and child-friendly; keep it short and keep any emoji exactly as-is. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 85 characters. Try to stay close to that.";Get Premium for %lld levels per topic and all 10 animals — the adventure keeps going.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
notif.premium.title;;"Push-notification title (heading). Warm, encouraging and child-friendly; keep it short and keep any emoji exactly as-is. English is 33 characters. Try to stay close to that.";Unlock more levels and animals! 🌈;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
notif.reactivate.body %lld;;"Push-notification body (one short sentence). Warm, encouraging and child-friendly; keep it short and keep any emoji exactly as-is. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 66 characters. Try to stay close to that.";It’s been %lld days. Let’s solve some sums and earn more trophies!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
notif.reactivate.title;;"Push-notification title (heading). Warm, encouraging and child-friendly; keep it short and keep any emoji exactly as-is. English is 22 characters. Try to stay close to that.";Ready to play again? 🎮;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
notif.streak.body %lld;;"Push-notification body (one short sentence). Warm, encouraging and child-friendly; keep it short and keep any emoji exactly as-is. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 40 characters. Try to stay close to that.";Play for %lld minutes and keep it going!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
notif.streak.title %lld;;"Push-notification title (heading). Warm, encouraging and child-friendly; keep it short and keep any emoji exactly as-is. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 34 characters. Try to stay close to that.";Your %lld-day streak is on fire! 🔥;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
notif.trophies.body %lld;;"Push-notification body (one short sentence). Warm, encouraging and child-friendly; keep it short and keep any emoji exactly as-is. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 61 characters. Try to stay close to that.";Great job! Let’s play for %lld minutes and collect even more.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
notif.trophies.title %lld;;"Push-notification title (heading). Warm, encouraging and child-friendly; keep it short and keep any emoji exactly as-is. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 30 characters. Try to stay close to that.";You’ve earned %lld trophies! 🏆;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
notif.weekly.body %lld;;"Push-notification body (one short sentence). Warm, encouraging and child-friendly; keep it short and keep any emoji exactly as-is. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 54 characters. Try to stay close to that.";That brings your total to %lld trophies. Amazing work!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
notif.weekly.title %lld;;"Push-notification title (heading). Warm, encouraging and child-friendly; keep it short and keep any emoji exactly as-is. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 37 characters. Try to stay close to that.";You earned %lld trophies this week! 🌟;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
onboarding.level.advanced.subtitle;;Subheading. One short sentence. English is 30 characters. Try to stay close to that.;Different mixed sums together.;Verschillende mix-sommen door elkaar.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
onboarding.level.advanced.title;;Heading. Short and punchy. English is 19 characters. Try to stay close to that.;Pretty good already;Al aardig goed;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
onboarding.level.beginner.subtitle;;Subheading. One short sentence. English is 28 characters. Try to stay close to that.;Practice with sums in order.;Oefenen met oplopende sommen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
onboarding.level.beginner.title;;Heading. Short and punchy. English is 12 characters. Try to stay close to that.;Just started;Net begonnen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
onboarding.level.intermediate.subtitle;;Subheading. One short sentence. English is 21 characters. Try to stay close to that.;Sums in random order.;Sommen in willekeurige volgorde.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
onboarding.level.intermediate.title;;Heading. Short and punchy. English is 21 characters. Try to stay close to that.;Some practice already;Al wat geoefend;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
onboarding.level.subtitle %@;;"Subheading. One short sentence. Keep the placeholders exactly (%@); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 31 characters. Try to stay close to that.";Choose a starting point for %@.;Kies een startpunt voor %@.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
onboarding.level.thisTopic;;Onboarding screen text. English is 10 characters. Try to stay close to that.;this topic;dit onderwerp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
onboarding.level.title;;Heading. Short and punchy. English is 33 characters. Try to stay close to that.;How good are you at this already?;Hoe goed ben je hier al in?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
onboarding.name.subtitle;;Subheading. One short sentence. English is 36 characters. Try to stay close to that.;Let's get started. What's your name?;Laten we beginnen. Hoe heet je?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
onboarding.name.title;;Heading. Short and punchy. English is 35 characters. Try to stay close to that.;"Doing sums has
never been this fun!";"Sommen maken was
nog nooit zo leuk!";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
onboarding.subject.subtitle;;Subheading. One short sentence. English is 29 characters. Try to stay close to that.;Choose a topic to start with.;Kies een onderwerp om mee te beginnen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
onboarding.subject.title;;Heading. Short and punchy. English is 26 characters. Try to stay close to that.;What do you want to learn?;Wat wil je leren?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
options.capAt30.info;;In-app text. English is 114 characters. Try to stay close to that.;Each level has a trophy goal of up to 50. If this option is on, the game finishes automatically when you reach it.;Elk level heeft een trofeedoel van maximaal 50. Als deze optie aanstaat, wordt het spel automatisch beëindigd zodra je dat haalt.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
options.capAt30.title;;Heading. Short and punchy. English is 14 characters. Try to stay close to that.;Finish at goal;Afronden bij doel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
options.helperMode.info;;In-app text. English is 135 characters. Try to stay close to that.;In Helper Mode the correct answer is always shown in green. Trophies earned in this mode are counted separately and marked with a star.;In de hulpmodus wordt het juiste antwoord altijd groen weergegeven. Trofeeën die je in deze modus verdient worden apart geteld en gemarkeerd met een ster.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
options.helperMode.title;;Heading. Short and punchy. English is 11 characters. Try to stay close to that.;Helper mode;Helpermodus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
options.unlimitedLives.info;;In-app text. English is 156 characters. Try to stay close to that.;You always start with 3 lives. The game will finish when you have no lives left. Turn this option on to keep playing and practice after your lives are gone.;Je begint altijd met 3 levens. Het spel wordt beëindigd als je geen levens meer hebt. Zet deze optie aan om door te spelen en te oefenen nadat je levens op zijn.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
options.unlimitedLives.title;;Heading. Short and punchy. English is 15 characters. Try to stay close to that.;Unlimited lives;Onbeperkt levens;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
parentGate.approved;;Parental-gate text for grown-ups. Clear and short. English is 8 characters. Try to stay close to that.;Approved;Goedgekeurd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
parentGate.attempts %lld %lld;;"Parental-gate text for grown-ups. Clear and short. Keep the placeholders exactly (%1$lld, %2$lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 26 characters. Try to stay close to that.";Attempts: %1$lld of %2$lld;Pogingen: %1$lld van %2$lld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
parentGate.holdInstruction %@ %lld;;"Parental-gate text for grown-ups. Clear and short. Keep the placeholders exactly (%@, %lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 29 characters. Try to stay close to that.";Hold the %@ for %lld seconds.;Houd de %@ %lld seconden ingedrukt.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
parentGate.holdProgress %lld;;"Parental-gate text for grown-ups. Clear and short. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 10 characters. Try to stay close to that.";Hold: %lld;Ingedrukt houden: %lld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
parentGate.instruction %@ %lld %@ %lld;;"Parental-gate text for grown-ups. Clear and short. Keep the placeholders exactly (%@, %lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 57 characters. Try to stay close to that.";Hold the %@ for %lld seconds. Then tap the %@ %lld times.;Houd de %@ %lld seconden ingedrukt. Tik daarna %4$lld keer op de %3$@.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
parentGate.shape.circle;;Parental-gate text for grown-ups. Clear and short. English is 6 characters. Try to stay close to that.;circle;cirkel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
parentGate.shape.diamond;;Parental-gate text for grown-ups. Clear and short. English is 7 characters. Try to stay close to that.;diamond;ruit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
parentGate.shape.heart;;Parental-gate text for grown-ups. Clear and short. English is 5 characters. Try to stay close to that.;heart;hart;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
parentGate.shape.hexagon;;Parental-gate text for grown-ups. Clear and short. English is 7 characters. Try to stay close to that.;hexagon;zeshoek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
parentGate.shape.plus;;Parental-gate text for grown-ups. Clear and short. English is 4 characters. Try to stay close to that.;plus;plusteken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
parentGate.shape.square;;Parental-gate text for grown-ups. Clear and short. English is 6 characters. Try to stay close to that.;square;vierkant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
parentGate.shape.star;;Parental-gate text for grown-ups. Clear and short. English is 4 characters. Try to stay close to that.;star;ster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
parentGate.shape.triangle;;Parental-gate text for grown-ups. Clear and short. English is 8 characters. Try to stay close to that.;triangle;driehoek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
parentGate.stepOne;;Parental-gate text for grown-ups. Clear and short. English is 11 characters. Try to stay close to that.;Step 1 of 2;Stap 1 van 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
parentGate.stepTwo;;Parental-gate text for grown-ups. Clear and short. English is 11 characters. Try to stay close to that.;Step 2 of 2;Stap 2 van 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
parentGate.subtitle;;Subheading. One short sentence. English is 94 characters. Try to stay close to that.;To protect young players, an adult must complete this check before continuing to the purchase.;Om jonge spelers te beschermen, moet een volwassene deze controle voltooien voordat de aankoop kan worden voortgezet.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
parentGate.tapInstruction %lld %@;;"Parental-gate text for grown-ups. Clear and short. Keep the placeholders exactly (%2$@, %1$lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 30 characters. Try to stay close to that.";Now tap the %2$@ %1$lld times.;Tik nu %1$lld keer op de %2$@.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
parentGate.tapProgress %lld %lld;;"Parental-gate text for grown-ups. Clear and short. Keep the placeholders exactly (%1$lld, %2$lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 22 characters. Try to stay close to that.";Taps: %1$lld of %2$lld;Aantal tikken: %1$lld van %2$lld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
parentGate.title;;Heading. Short and punchy. English is 23 characters. Try to stay close to that.;Adult approval required;Goedkeuring door een volwassene vereist;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
premium.availableAt %lld;;"Settings text. Keep it compact. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 28 characters. Try to stay close to that.";Available from %lld trophies;Beschikbaar vanaf %lld trofeeën;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
premium.availableFromStart;;Settings text. Keep it compact. English is 24 characters. Try to stay close to that.;Available from the start;Beschikbaar vanaf de start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
premium.characterUnlocked;;Settings text. Keep it compact. English is 22 characters. Try to stay close to that.;NEW CHARACTER UNLOCKED;NIEUW KARAKTER VRIJGESPEELD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
premium.characterUnlocked %@;;"Settings text. Keep it compact. Keep the placeholders exactly (%@); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 11 characters. Try to stay close to that.";%@ unlocked;%@ vrijgespeeld;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
premium.earnedTrophies %lld;;"Settings text. Keep it compact. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 27 characters. Try to stay close to that.";You’ve earned %lld trophies;Je hebt %lld trofeeën verdiend;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
premium.exclusiveBadge;;Settings text. Keep it compact. English is 22 characters. Try to stay close to that.;Exclusive with Premium;Exclusief met Premium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
premium.exclusiveWithPremium;;Settings text. Keep it compact. English is 22 characters. Try to stay close to that.;Exclusive with Premium;Exclusief met Premium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
premium.feature.animals.subtitle;;Subheading. One short sentence. English is 49 characters. Try to stay close to that.;With premium you play freely with all 10 animals.;Met premium speel je vrij met alle 10 de dieren.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
premium.feature.animals.title;;Heading. Short and punchy. English is 21 characters. Try to stay close to that.;Access to all animals;Toegang tot alle dieren;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
premium.feature.levels.subtitle;;Subheading. One short sentence. English is 35 characters. Try to stay close to that.;Always enough new sums to practice.;Altijd genoeg nieuwe sommen om te oefenen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
premium.feature.levels.title;;Heading. Short and punchy. English is 19 characters. Try to stay close to that.;99 levels per topic;99 levels per onderwerp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
premium.feature.noAds.subtitle;;Subheading. One short sentence. English is 38 characters. Try to stay close to that.;Play completely without interruptions.;Volledig zonder onderbrekingen spelen.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
premium.feature.noAds.title;;Heading. Short and punchy. English is 6 characters. Try to stay close to that.;No ads;Geen advertenties;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
premium.oneTime;;Settings text. Keep it compact. English is 33 characters. Try to stay close to that.;One-time purchase. Yours forever.;Eenmalige aankoop. Voor altijd van jou.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
premium.restore;;Settings text. Keep it compact. English is 17 characters. Try to stay close to that.;Restore purchases;Aankopen herstellen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
premium.start;;Settings text. Keep it compact. English is 5 characters. Try to stay close to that.;Start;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
premium.storeUnavailable;;Settings text. Keep it compact. English is 61 characters. Try to stay close to that.;The store is not available right now. Please try again later.;De winkel is nu niet beschikbaar. Probeer het later opnieuw.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
premium.unlock;;Settings text. Keep it compact. English is 14 characters. Try to stay close to that.;Unlock Premium;Premium ontgrendelen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
premium.unlockWithPrice %@;;"Settings text. Keep it compact. Keep the placeholders exactly (%@); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 19 characters. Try to stay close to that.";Unlock Premium · %@;Premium ontgrendelen · %@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
premium.unlockWithTrophies;;Settings text. Keep it compact. English is 20 characters. Try to stay close to that.;Unlock with trophies;Vrijspelen met trofeeën;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
premium.unlockedWithPremium;;Settings text. Keep it compact. English is 21 characters. Try to stay close to that.;Unlocked with Premium;Vrijgespeeld met Premium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
