key;variant;instruction;en;nl;af;sq;am;ar;hy;as;az;eu;bn;my;bs;bg;ca;zh;da;de;et;fo;fi;fr;gl;ka;el;gu;he;hi;hu;ga;is;id;it;ja;kn;kk;km;ko;hr;lo;lv;lt;mk;ms;ml;mr;mn;ne;no;uk;or;ug;uz;fa;pl;pt;pa;ro;ru;sr;si;sk;sl;es;sw;ta;te;th;bo;cs;tr;ur;vi;cy;be;zu;sv
common.continue;;Small button or label. Keep it very short. English is 8 characters. Try to stay close to that.;Continue;Verder;Gaan voort;Vazhdo;ቀጥል;متابعة;Շարունակել;আগলৈ;Davam et;Jarraitu;এগিয়ে;ဆက်ရန်;Nastavi;Напред;Continua;继续;Fortsæt;Weiter;Jätka;Víðari;Jatka;Continuer;Continuar;გაგრძელება;Συνέχεια;આગળ;המשך;आगे;Tovább;Ar aghaidh;Áfram;Lanjut;Continua;つづける;ಮುಂದೆ;Жалғастыру;បន្ត;계속;Nastavi;ຕໍ່ໄປ;Turpināt;Tęsti;Продолжи;Teruskan;തുടരുക;पुढे;Үргэлжлүүлэх;अगाडि;Fortsett;Далі;ଆଗକୁ;داۋاملاشتۇر;Davom et;ادامه;Dalej;Continuar;ਅੱਗੇ;Continuă;Дальше;Nastavi;ඉදිරියට;Ďalej;Naprej;Continuar;Endelea;ඉදිරියට;தொடர்;ต่อไป;མུ་མཐུད;Pokračovat;Devam;جاری;Tiếp tục;Parhau;Далей;Qhubeka;Fortsätt
common.done;;Small button or label. Keep it very short. English is 4 characters. Try to stay close to that.;Done;Klaar;Klaar;Gati;ጨርሷል;تم;Պատրաստ է;হ’ল;Hazır;Eginda;হয়ে গেছে;ပြီးပြီ;Gotovo;Готово;Fet;完成;Færdig;Fertig;Valmis;Liðugt;Valmis;Terminé;Feito;მზადაა;Έτοιμο;થઈ ગયું;סיום;हो गया;Kész;Déanta;Búið;Selesai;Fatto;できた;ಆಯಿತು;Дайын;រួចរាល់;완료;Gotovo;ສຳເລັດ;Gatavs;Baigta;Готово;Selesai;പൂർത്തിയായി;झालं;Боллоо;सकियो;Ferdig;Готово;ହେଲା;بولدى;Tayyor;تمام;Gotowe;Pronto;ਹੋ ਗਿਆ;Gata;Готово;Gotovo;හරි;Hotovo;Končano;Listo;Tayari;හරි;முடிந்தது;เสร็จ;ཚར;Hotovo;Bitti;ہو گیا;Xong;Wedi gorffen;Гатова;Kwenziwe;Klar
common.minutesShort %lld %lld;;"Small button or label. Keep it very short. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 13 characters. Try to stay close to that.";%lld/%lld min;%lld/%lld min;%lld/%lld min;%lld/%lld min;%lld/%lld ደቂቃ;%lld/%lld د;%lld/%lld ր;%lld/%lld মিনিট;%lld/%lld dəq;%lld/%lld min;%lld/%lld মিনিট;%lld/%lld မိနစ်;%lld/%lld min;%lld/%lld мин;%lld/%lld min;%lld/%lld 分钟;%lld/%lld min;%lld/%lld Min.;%lld/%lld min;%lld/%lld min;%lld/%lld min;%lld/%lld min;%lld/%lld min;%lld/%lld წთ;%lld/%lld λεπ.;%lld/%lld મિનિટ;%lld/%lld דק׳;%lld/%lld मिनट;%lld/%lld perc;%lld/%lld nóim;%lld/%lld mín.;%lld/%lld mnt;%lld/%lld min;%lld/%lld分;%lld/%lld ನಿಮಿ;%lld/%lld мин;%lld/%lld នាទី;%lld/%lld분;%lld/%lld min;%lld/%lld ນາທີ;%lld/%lld min;%lld/%lld min;%lld/%lld мин;%lld/%lld min;%lld/%lld മിനിറ്റ്;%lld/%lld मि.;%lld/%lld мин;%lld/%lld मिनेट;%lld/%lld min;%lld/%lld хв;%lld/%lld ମିନିଟ୍;%lld/%lld مىن;%lld/%lld daq;%lld/%lld دقیقه;%lld/%lld min;%lld/%lld min;%lld/%lld ਮਿੰਟ;%lld/%lld min;%lld/%lld мин;%lld/%lld min;%lld/%lld මිනි;%lld/%lld min;%lld/%lld min;%lld/%lld min;%lld/%lld min;%lld/%lld මිනි;%lld/%lld நிமி;%lld/%lld นาที;%lld/%lld སྐར་མ;%lld/%lld min;%lld/%lld dk;%lld/%lld منٹ;%lld/%lld phút;%lld/%lld mun;%lld/%lld хв;%lld/%lld imin;%lld/%lld min
common.save;;Small button or label. Keep it very short. English is 4 characters. Try to stay close to that.;Save;Bewaar;Stoor;Ruaj;አስቀምጥ;حفظ;Պահել;সংৰক্ষণ;Yadda saxla;Gorde;সংরক্ষণ;သိမ်းရန်;Sačuvaj;Запази;Desa;保存;Gem;Speichern;Salvesta;Goym;Tallenna;Enregistrer;Gardar;შენახვა;Αποθήκευση;સાચવો;שמירה;सहेजें;Mentés;Sábháil;Vista;Simpan;Salva;ほぞん;ಉಳಿಸು;Сақтау;រក្សាទុក;저장;Spremi;ບັນທຶກ;Saglabāt;Išsaugoti;Зачувај;Simpan;സേവ്;जतन;Хадгалах;सेभ;Lagre;Зберегти;ସେଭ୍;ساقلا;Saqlash;ذخیره;Zapisz;Guardar;ਸੰਭਾਲੋ;Salvează;Сохранить;Sačuvaj;සුරකින්න;Uložiť;Shrani;Guardar;Hifadhi;සුරකින්න;சேமி;บันทึก;ཉར;Uložit;Kaydet;محفوظ کریں;Lưu;Cadw;Захаваць;Londoloza;Spara
developerMode.accessibilityHint;;VoiceOver label (not shown on screen). Favour clarity over brevity. English is 52 characters. Try to stay close to that.;Press and hold for 2 seconds to open developer mode.;Houd 2 seconden ingedrukt voor ontwikkelaarsmodus.;Druk en hou vir 2 sekondes om ontwikkelaarmodus oop te maak.;Mbaje shtypur për 2 sekonda për të hapur modalitetin e zhvilluesit.;የገንቢ ሁነታን ለመክፈት ለ2 ሰከንድ ተጭነህ ያዝ።;اضغط مطولًا لمدة ثانيتين لفتح وضع المطوّر.;Սեղմած պահիր 2 վայրկյան՝ մշակողի ռեժիմը բացելու համար։;ডেভেলপাৰ মোড খোলিবলৈ ২ ছেকেণ্ড ধৰি ৰাখা।;Tərtibatçı rejimini açmaq üçün 2 saniyə basıb saxla.;Eduki sakatuta 2 segundoz garatzaile-modua irekitzeko.;ডেভেলপার মোড খুলতে ২ সেকেন্ড চেপে ধরো।;တီထွင်သူမုဒ်ဖွင့်ရန် ၂ စက္ကန့် ဖိထားပါ။;Pritisni i drži 2 sekunde za razvojni način.;Задръж за 2 секунди, за да отвориш режима за разработчици.;Mantén premut durant 2 segons per obrir el mode desenvolupador.;长按 2 秒打开开发者模式。;Hold nede i 2 sekunder for at åbne udviklertilstand.;Halte 2 Sekunden gedrückt, um den Entwicklermodus zu öffnen.;Arendajarežiimi avamiseks hoia 2 sekundit all.;Halt inni í 2 sekund fyri at lata menningarstøðu upp.;Avaa kehittäjätila pitämällä painettuna 2 sekuntia.;Maintiens appuyé pendant 2 secondes pour ouvrir le mode développeur.;Mantén premido 2 segundos para abrir o modo de desenvolvemento.;დეველოპერის რეჟიმის გასახსნელად 2 წამით დააჭირე.;Κράτησέ το πατημένο για 2 δευτερόλεπτα για να ανοίξεις τη λειτουργία προγραμματιστή.;ડેવલપર મોડ ખોલવા 2 સેકન્ડ દબાવી રાખો.;לחצו לחיצה ארוכה במשך 2 שניות כדי לפתוח מצב מפתחים.;डेवलपर मोड खोलने के लिए 2 सेकंड दबाकर रखें।;Tartsd nyomva 2 másodpercig a fejlesztői mód megnyitásához.;Brúigh agus coinnigh ar feadh 2 shoicind chun mód an fhorbróra a oscailt.;Haltu inni í 2 sekúndur til að opna þróunarstillingu.;Tekan dan tahan selama 2 detik untuk membuka mode pengembang.;Tieni premuto per 2 secondi per aprire la modalità sviluppatore.;2秒間長押しすると、開発者モードが開きます。;ಡೆವಲಪರ್ ಮೋಡ್ ತೆರೆಯಲು 2 ಸೆಕೆಂಡ್ ಒತ್ತಿಹಿಡಿ.;Әзірлеуші режимін ашу үшін 2 секунд басып тұрыңыз.;ចុចឱ្យជាប់ 2 វិនាទី ដើម្បីបើករបៀបអ្នកអភិវឌ្ឍន៍។;개발자 모드를 열려면 2초 동안 길게 누르세요.;Pritisni i drži 2 sekunde za otvaranje razvojnog načina.;ກົດຄ້າງ 2 ວິນາທີເພື່ອເປີດໂໝດນັກພັດທະນາ.;Turiet nospiestu 2 sekundes, lai atvērtu izstrādātāja režīmu.;Palaikyk nuspaudęs 2 sekundes, kad atidarytum kūrėjo režimą.;Притисни и држи 2 секунди за да го отвориш режимот за програмери.;Tekan dan tahan selama 2 saat untuk membuka mod pembangun.;ഡെവലപ്പർ മോഡ് തുറക്കാൻ 2 സെക്കൻഡ് അമർത്തിപ്പിടിക്കുക.;डेव्हलपर मोड उघडण्यासाठी 2 सेकंद दाबून ठेवा.;Хөгжүүлэгчийн горимыг нээхийн тулд 2 секунд дар.;डेभलपर मोड खोल्न २ सेकेन्ड थिचिराख्नुहोस्।;Hold inne i 2 sekunder for å åpne utviklermodus.;Натисни й утримуй 2 секунди, щоб відкрити режим розробника.;ଡେଭେଲପର୍ ମୋଡ୍ ଖୋଲିବାକୁ 2 ସେକେଣ୍ଡ ଧରି ରଖ।;ئىجادكار ھالىتىنى ئېچىش ئۈچۈن 2 سېكۇنت بېسىپ تۇرۇڭ.;Dasturchi rejimini ochish uchun 2 soniya bosib turing.;برای باز کردن حالت توسعه‌دهنده، ۲ ثانیه نگه دارید.;Przytrzymaj przez 2 sekundy, aby otworzyć tryb deweloperski.;Mantém premido durante 2 segundos para abrir o modo de programador.;ਡਿਵੈਲਪਰ ਮੋਡ ਖੋਲ੍ਹਣ ਲਈ 2 ਸਕਿੰਟ ਦਬਾ ਕੇ ਰੱਖੋ।;Ține apăsat 2 secunde pentru a deschide modul dezvoltator.;Нажмите и удерживайте 2 секунды, чтобы открыть режим разработчика.;Drži 2 sekunde da otvoriš režim za programere.;සංවර්ධක මාදිලිය විවෘත කිරීමට තත්පර 2ක් ඔබාගෙන සිටින්න.;Podrž 2 sekundy a otvoríš režim vývojára.;Pritisni in drži 2 sekundi, da odpreš razvijalski način.;Mantén pulsado 2 segundos para abrir el modo desarrollador.;Bonyeza na ushikilie kwa sekunde 2 kufungua hali ya msanidi.;සංවර්ධක මාදිලිය විවෘත කිරීමට තත්පර 2ක් ඔබාගෙන සිටින්න.;டெவலப்பர் முறையைத் திறக்க 2 விநாடிகள் அழுத்திப் பிடிக்கவும்.;กดค้าง 2 วินาทีเพื่อเปิดโหมดนักพัฒนา;བཟོ་མཁན་རྣམ་པ་ཁ་ཕྱེ་བར་སྐར་ཆ་2 མནན་ནས་སྡོད།;Podrž 2 sekundy pro otevření vývojářského režimu.;Geliştirici modunu açmak için 2 saniye basılı tut.;ڈیولپر موڈ کھولنے کے لیے 2 سیکنڈ دبائے رکھیں۔;Nhấn giữ 2 giây để mở chế độ nhà phát triển.;Pwysa a dal am 2 eiliad i agor modd datblygwr.;Націсні і ўтрымлівай 2 секунды, каб адкрыць рэжым распрацоўшчыка.;Cindezela ubambe imizuzwana engu-2 ukuze uvule imodi yonjiniyela.;Håll intryckt i 2 sekunder för att öppna utvecklarläget.
developerMode.title;;Heading. Short and punchy. English is 14 characters. Try to stay close to that.;Developer mode;Ontwikkelaarsmodus;Ontwikkelaarmodus;Modaliteti i zhvilluesit;የገንቢ ሁነታ;وضع المطوّر;Մշակողի ռեժիմ;ডেভেলপাৰ মোড;Tərtibatçı rejimi;Garatzaile-modua;ডেভেলপার মোড;တီထွင်သူမုဒ်;Razvojni način;Режим за разработчици;Mode desenvolupador;开发者模式;Udviklertilstand;Entwicklermodus;Arendajarežiim;Menningarstøða;Kehittäjätila;Mode développeur;Modo desenvolvedor;დეველოპერის რეჟიმი;Λειτουργία προγραμματιστή;ડેવલપર મોડ;מצב מפתחים;डेवलपर मोड;Fejlesztői mód;Mód forbróra;Þróunarstilling;Mode pengembang;Modalità sviluppatore;開発者モード;ಡೆವಲಪರ್ ಮೋಡ್;Әзірлеуші режимі;របៀបអ្នកអភិវឌ្ឍន៍;개발자 모드;Razvojni način;ໂໝດນັກພັດທະນາ;Izstrādātāja režīms;Kūrėjo režimas;Режим за програмери;Mod pembangun;ഡെവലപ്പർ മോഡ്;डेव्हलपर मोड;Хөгжүүлэгчийн горим;डेभलपर मोड;Utviklermodus;Режим розробника;ଡେଭେଲପର୍ ମୋଡ୍;ئىجادكار ھالىتى;Dasturchi rejimi;حالت توسعه‌دهنده;Tryb deweloperski;Modo de programador;ਡਿਵੈਲਪਰ ਮੋਡ;Mod dezvoltator;Режим разработчика;Režim za programere;සංවර්ධක මාදිලිය;Režim vývojára;Razvijalski način;Modo desarrollador;Hali ya msanidi;සංවර්ධක මාදිලිය;டெவலப்பர் முறை;โหมดนักพัฒนา;བཟོ་མཁན་རྣམ་པ;Vývojářský režim;Geliştirici modu;ڈیولپر موڈ;Chế độ nhà phát triển;Modd datblygwr;Рэжым распрацоўшчыка;Imodi yonjiniyela;Utvecklarläge
filter.addition;;In-app text. English is 8 characters. Try to stay close to that.;Addition;Optellen;Optel;Mbledhje;መደመር;الجمع;Գումարում;যোগ;Toplama;Batuketa;যোগ;ပေါင်းခြင်း;Sabiranje;Събиране;Suma;加法;Addition;Addition;Liitmine;Samlegging;Yhteenlasku;Addition;Suma;მიმატება;Πρόσθεση;સરવાળો;חיבור;जोड़;Összeadás;Suimiú;Samlagning;Penjumlahan;Addizioni;たし算;ಕೂಡಿಸುವಿಕೆ;Қосу;បូក;덧셈;Zbrajanje;ການບວກ;Saskaitīšana;Sudėtis;Собирање;Tambah;കൂട്ടൽ;बेरीज;Нэмэх;जोड;Addisjon;Додавання;ଯୋଗ;قوشۇش;Qo‘shish;جمع;Dodawanie;Adição;ਜੋੜ;Adunare;Сложение;Sabiranje;එකතු කිරීම;Sčítanie;Seštevanje;Sumas;Kujumlisha;එකතු කිරීම;கூட்டல்;การบวก;སྣོན་རྩིས;Sčítání;Toplama;جمع;Phép cộng;Adio;Складанне;Ukuhlanganisa;Addition
filter.fractions;;In-app text. English is 9 characters. Try to stay close to that.;Fractions;Breuken;Breuke;Thyesa;ክፍልፋዮች;الكسور;Կոտորակներ;ভগ্নাংশ;Kəsrlər;Zatikiak;ভগ্নাংশ;အပိုင်းကိန်း;Razlomci;Дроби;Fraccions;分数;Brøker;Brüche;Murrud;Brot;Murtoluvut;Fractions;Fraccións;წილადები;Κλάσματα;અપૂર્ણાંક;שברים;भिन्न;Törtek;Codáin;Brot;Pecahan;Frazioni;分数;ಭಿನ್ನರಾಶಿಗಳು;Бөлшектер;ប្រភាគ;분수;Razlomci;ເສດສ່ວນ;Daļskaitļi;Trupmenos;Дропки;Pecahan;ഭിന്നങ്ങൾ;अपूर्णांक;Бутархай;भिन्न;Brøker;Дроби;ଭଗ୍ନାଂଶ;كەسىرلەر;Kasrlar;کسرها;Ułamki;Frações;ਭਿੰਨਾਂ;Fracții;Дроби;Razlomci;භාග;Zlomky;Ulomki;Fracciones;Sehemu;භාග;பின்னங்கள்;เศษส่วน;ཆ་ཤས;Zlomky;Kesirler;کسر;Phân số;Ffracsiynau;Дробы;Amaqhezu;Bråk
filter.mixed;;In-app text. English is 8 characters. Try to stay close to that.;Supermix;Supermix;Supermengsel;Supermix;ሱፐርሚክስ;المزيج الكبير;Սուպերխառնուրդ;ছুপাৰমিক্স;Superqarışıq;Supermix;সুপারমিক্স;စူပါပေါင်းစပ်;Supermiks;Супермикс;Supermix;超级混合;Supermix;Supermix;Supermix;Superbland;Supermix;Supermix;Supermix;სუპერმიქსი;Σούπερ μίξη;સુપરમિક્સ;סופרמיקס;सुपरमिक्स;Szupermix;Sármheascán;Ofurblanda;Supermix;Supermix;スーパーミックス;ಸೂಪರ್‌ಮಿಕ್ಸ್;Супераралас;លាយធំ;슈퍼믹스;Supermiks;ຊຸບເປີມິກ;Supermikss;Supermix;Супермикс;Supermix;സൂപ്പർമിക്സ്;सुपरमिक्स;Супермикс;सुपरमिक्स;Supermiks;Супермікс;ସୁପରମିକ୍ସ;دەرىجىدىن تاشقىرى ئارىلاش;Supermix;ترکیب ویژه;Supermix;Supermix;ਸੁਪਰਮਿਕਸ;Supermix;Супермикс;Supermiks;සුපිරි මිශ්‍රණය;Supermix;Supermešanica;Supermix;Mchanganyiko;සුපිරි මිශ්‍රණය;சூப்பர் கலவை;ซูเปอร์มิกซ์;རྩིས་རིགས་འདྲེས་མ;Supermix;Süper karışım;سپر مکس;Siêu trộn;Supermix;Супермікс;Ingxube enkulu;Supermix
filter.percentages;;In-app text. English is 11 characters. Try to stay close to that.;Percentages;Procenten;Persentasies;Përqindje;መቶኛ;النسب المئوية;Տոկոսներ;শতাংশ;Faizlər;Ehunekoak;শতকরা;ရာခိုင်နှုန်း;Postoci;Проценти;Percentatges;百分数;Procenter;Prozente;Protsendid;Prosent;Prosentit;Pourcentages;Porcentaxes;პროცენტები;Ποσοστά;ટકાવારી;אחוזים;प्रतिशत;Százalékok;Céatadáin;Prósentur;Persentase;Percentuali;パーセント;ಶೇಕಡಾವಾರು;Пайыздар;ភាគរយ;백분율;Postoci;ເປີເຊັນ;Procenti;Procentai;Проценти;Peratus;ശതമാനങ്ങൾ;टक्केवारी;Хувь;प्रतिशत;Prosent;Відсотки;ଶତକଡ଼ା;پىرسەنتلەر;Foizlar;درصدها;Procenty;Percentagens;ਪ੍ਰਤੀਸ਼ਤ;Procente;Проценты;Procenti;ප්‍රතිශත;Percentá;Odstotki;Porcentajes;Asilimia;ප්‍රතිශත;சதவீதங்கள்;เปอร์เซ็นต์;བརྒྱ་ཆ;Procenta;Yüzdeler;فی صد;Phần trăm;Canrannau;Працэнты;Amaphesenti;Procent
filter.subtraction;;In-app text. English is 11 characters. Try to stay close to that.;Subtraction;Aftrekken;Aftrek;Zbritje;መቀነስ;الطرح;Հանում;বিয়োগ;Çıxma;Kenketa;বিয়োগ;နုတ်ခြင်း;Oduzimanje;Изваждане;Resta;减法;Subtraktion;Subtraktion;Lahutamine;Frádráttur;Vähennyslasku;Soustraction;Resta;გამოკლება;Αφαίρεση;બાદબાકી;חיסור;घटाव;Kivonás;Dealú;Frádráttur;Pengurangan;Sottrazioni;ひき算;ಕಳೆಯುವಿಕೆ;Азайту;ដក;뺄셈;Oduzimanje;ການລົບ;Atņemšana;Atimtis;Одземање;Tolak;കുറയ്ക്കൽ;वजाबाकी;Хасах;घटाउ;Subtraksjon;Віднімання;ବିୟୋଗ;ئېلىش;Ayirish;تفریق;Odejmowanie;Subtração;ਘਟਾਓ;Scădere;Вычитание;Oduzimanje;අඩු කිරීම;Odčítanie;Odštevanje;Restas;Kutoa;අඩු කිරීම;கழித்தல்;การลบ;འཐེན་རྩིས;Odčítání;Çıkarma;تفریق;Phép trừ;Tynnu;Адніманне;Ukususa;Subtraktion
filter.tables;;In-app text. English is 6 characters. Try to stay close to that.;Tables;Tafels;Maaltafels;Tabelat;የማባዛት ሰንጠረዦች;جداول الضرب;Աղյուսակներ;পূৰণৰ নামতা;Vurma cədvəlləri;Taulak;নামতা;မြှောက်ကိန်းဇယား;Tablice;Таблици;Taules;乘法表;Tabeller;Reihen;Korrutustabelid;Tabellir;Kertotaulut;Tables;Táboas;გამრავლების ტაბულა;Προπαίδεια;પાડા;לוח הכפל;पहाड़े;Szorzótáblák;Táblaí;Margföldun;Perkalian;Tabelline;九九;ಗುಣಾಕಾರ ಪಟ್ಟಿಗಳು;Көбейту кестесі;តារាងគុណ;구구단;Tablica množenja;ສູດຄູນ;Reizināšana;Daugybos lentelės;Таблици;Sifir;ഗുണനപ്പട്ടികകൾ;पाढे;Үржүүлэхийн хүрд;गुणन तालिका;Gangetabeller;Таблиці;ନାମତା;كۆپەيتىش جەدۋىلى;Ko‘paytirish jadvali;جدول ضرب;Tabliczka;Tabuadas;ਪਹਾੜੇ;Tabla înmulțirii;Таблицы;Tablice;ගුණන වගු;Násobilka;Poštevanka;Tablas;Majedwali;ගුණන වගු;வாய்ப்பாடுகள்;สูตรคูณ;སྒྱུར་རྩིས;Násobilka;Çarpım tabloları;پہاڑے;Bảng nhân;Tablau;Табліцы;Amathebula;Tabeller
game.accessibility.mix;;VoiceOver label (not shown on screen). Favour clarity over brevity. English is 3 characters. Try to stay close to that.;Mix;Mix;Mengsel;Përzierje;ድብልቅ;مزيج;Խառնուրդ;মিক্স;Qarışıq;Nahasketa;মিক্স;ပေါင်းစပ်;Miks;Микс;Mix;混合;Mix;Mix;Segu;Bland;Sekoitus;Mix;Mestura;მიქსი;Μίξη;મિશ્રણ;ערבוב;मिक्स;Mix;Meascán;Blanda;Campuran;Mix;ミックス;ಮಿಕ್ಸ್;Аралас;លាយ;믹스;Miks;ປະສົມ;Mikss;Mišinys;Микс;Campur;മിക്സ്;मिक्स;Холимог;मिक्स;Miks;Мікс;ମିକ୍ସ;ئارىلاش;Aralash;ترکیبی;Mix;Mistura;ਮਿਕਸ;Mix;Микс;Miks;මිශ්‍රණය;Mix;Mešanica;Mezcla;Mchanganyiko;මිශ්‍රණය;கலவை;ผสม;འདྲེས་མ;Mix;Karışım;مکس;Trộn;Cymysgedd;Мікс;Ingxube;Mix
game.accessibility.scoreOutOf %lld %lld;;"VoiceOver label (not shown on screen). Favour clarity over brevity. Keep the placeholders exactly (%lld); the app fills them with numbers/text at runtime. You may reorder them to fit natural word order. English is 16 characters. Try to stay close to that.";%lld out of %lld;%lld van %lld;%lld uit %lld;%lld nga %lld;ከ%lld ውስጥ %lld;%lld من %lld;%lld՝ %lld-ից;%lld ৰ ভিতৰত %lld;%lld-dən %lld;%lld / %lld;%lld-এর মধ্যে %lld;%lld မှ %lld;%lld od %lld;%lld от %lld;%lld de %lld;%lld，共 %lld;%lld ud af %lld;%lld von %lld;%lld / %lld;%lld av %lld;%lld/%lld;%lld sur %lld;%lld de %lld;%lld / %lld;%lld από %lld;%lld માંથી %lld;%lld מתוך %lld;%lld/%lld;%lld / %lld;%lld as %lld;%lld af %lld;%lld dari %lld;%lld su %lld;%lld／%lld;%lld/%lld;%lld / %lld;%lld ក្នុងចំណោម %lld;%lld개 중 %lld개;%lld od %lld;%lld ຈາກ %lld;%lld no %lld;%lld iš %lld;%lld од %lld;%lld daripada %lld;%lldൽ %lld;%lld पैकी %lld;%lld-аас %lld;%lld मध्ये %lld;%lld av %lld;%lld з %lld;%lld ମଧ୍ୟରୁ %lld;%lld دىن %lld;%lld tadan %lld ta;%lld از %lld;%lld z %lld;%lld de %lld;%lld ਵਿੱਚੋਂ %lld;%lld din %lld;%lld из %lld;%lld od %lld;%lld න් %lld;%lld z %lld;%lld od %lld;%lld de %lld;%lld kati ya %lld;%lld න් %lld;%lld / %lld;%lld จาก %lld;%lld ནས་ %lld;%lld z %lld;%lld/%lld;%lld میں سے %lld;%lld trên %lld;%lld allan o %lld;%lld з %lld;%lld kokungu-%lld;%lld av %lld
game.encouragement.0;;In-app text. English is 8 characters. Try to stay close to that.;Good try;Goed geprobeerd;Mooi probeer;Përpjekje e mirë;ጥሩ ሙከራ;محاولة جيدة;Լավ փորձ էր;ভাল চেষ্টা;Yaxşı cəhd;Saiakera ona;ভালো চেষ্টা;ကြိုးစားတာ ကောင်းတယ်;Dobar pokušaj;Добър опит;Bon intent;不错的尝试;Godt forsøgt;Guter Versuch;Tubli katse;Gott roynt;Hyvä yritys;Bien essayé;Bo intento;კარგი ცდაა;Καλή προσπάθεια;સારો પ્રયાસ;ניסיון יפה;अच्छी कोशिश;Szép próbálkozás;Iarracht mhaith;Góð tilraun;Usaha bagus;Bel tentativo;よくがんばったね;ಒಳ್ಳೆಯ ಪ್ರಯತ್ನ;Жақсы талпыныс;ព្យាយាមបានល្អ;잘했어요;Dobar pokušaj;ລອງໄດ້ດີ;Labs mēģinājums;Geras bandymas;Добар обид;Cubaan bagus;നല്ല ശ്രമം;छान प्रयत्न;Сайн оролдлоо;राम्रो प्रयास;Godt forsøk;Гарна спроба;ଭଲ ଚେଷ୍ଟା;ياخشى سىناق;Yaxshi urinish;تلاش خوبی بود;Dobra próba;Boa tentativa;ਵਧੀਆ ਕੋਸ਼ਿਸ਼;Bună încercare;Хорошая попытка;Dobar pokušaj;හොඳ උත්සාහයක්;Dobrý pokus;Dober poskus;Buen intento;Umejaribu vizuri;හොඳ උත්සාහයක්;நல்ல முயற்சி;พยายามได้ดี;ཚོད་ལྟ་ཡག་པོ།;Dobrý pokus;Güzel deneme;اچھی کوشش;Cố gắng tốt;Cais da;Добрая спроба;Uzamile kahle;Bra försök
game.encouragement.1;;In-app text. English is 12 characters. Try to stay close to that.;It's a start;Het begin is er;Dis ’n begin;Është një fillim;ጥሩ ጅምር;بداية موفقة;Սա սկիզբն է;আৰম্ভণি হৈছে;Başlanğıcdır;Hasiera bat da;শুরু তো হলো;စတင်နိုင်ပြီ;To je početak;Добро начало;És un començament;这是个好开始;Det er en start;Ein guter Anfang;Algus on tehtud;Ein góð byrjan;Hyvä alku;C’est un début;É un comezo;დასაწყისი კარგია;Μια καλή αρχή;શરૂઆત તો થઈ;זו התחלה;अच्छी शुरुआत;Ez már valami;Sin tús maith;Þetta er byrjun;Awal yang bagus;È un buon inizio;いいスタート;ಇದು ಒಳ್ಳೆಯ ಆರಂಭ;Басы жаман емес;ជាការចាប់ផ្តើម;좋은 시작이에요;To je početak;ເລີ່ມໄດ້ດີ;Labs sākums;Tai jau pradžia;Добар почеток;Baru bermula;നല്ല തുടക്കം;चांगली सुरुवात;Сайхан эхлэл;सुरु त भयो;En god start;Це вже початок;ଭଲ ଆରମ୍ଭ;باشلىنىشى ياخشى;Boshlanishi yaxshi;شروع خوبی است;Dobry początek;É um começo;ਸ਼ੁਰੂਆਤ ਹੋ ਗਈ;E un început;Начало положено;Dobar početak;හොඳ ආරම්භයක්;To je začiatok;Dober začetek;Es un comienzo;Mwanzo mzuri;හොඳ ආරම්භයක්;நல்ல தொடக்கம்;เริ่มต้นได้ดี;འགོ་ཚུགས་སོང་།;Dobrý začátek;İyi bir başlangıç;اچھی شروعات;Khởi đầu tốt;Mae'n ddechrau;Добры пачатак;Yisiqalo;En bra början
